Linux 2.6.32-431.el6.i686 (bogon) 	06/10/2019 	_i686_	(24 CPU)

12:00:01 AM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
05:00:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
05:00:01 AM  Auto_em1      0.06      0.01      0.01      0.00      0.00      0.00      0.05
05:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
05:10:01 AM  Auto_em1      0.06      0.01      0.01      0.00      0.00      0.00      0.05
05:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 AM        lo      0.36      0.36      0.04      0.04      0.00      0.00      0.00
05:20:01 AM  Auto_em1      0.08      0.04      0.02      0.00      0.00      0.00      0.05
05:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
05:30:01 AM  Auto_em1      0.06      0.02      0.01      0.00      0.00      0.00      0.05
05:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
05:40:01 AM  Auto_em1      0.06      0.00      0.01      0.00      0.00      0.00      0.05
05:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:50:01 AM        lo      0.32      0.32      0.02      0.02      0.00      0.00      0.00
05:50:01 AM  Auto_em1      0.09      0.05      0.02      0.00      0.00      0.00      0.05
05:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:00:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
06:00:01 AM  Auto_em1      0.06      0.01      0.01      0.00      0.00      0.00      0.05
06:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
06:10:01 AM  Auto_em1      0.06      0.01      0.01      0.00      0.00      0.00      0.05
06:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:20:01 AM        lo      0.36      0.36      0.04      0.04      0.00      0.00      0.00
06:20:01 AM  Auto_em1      0.12      0.05      0.03      0.00      0.00      0.00      0.05
06:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:30:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
06:30:01 AM  Auto_em1      0.14      0.01      0.04      0.00      0.00      0.00      0.05
06:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:40:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
06:40:01 AM  Auto_em1      0.26      0.01      0.05      0.00      0.00      0.00      0.14
06:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:50:01 AM        lo      0.32      0.32      0.02      0.02      0.00      0.00      0.00
06:50:01 AM  Auto_em1      0.19      0.05      0.05      0.00      0.00      0.00      0.07
06:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:00:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
07:00:01 AM  Auto_em1      0.15      0.01      0.04      0.00      0.00      0.00      0.06
07:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:10:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
07:10:01 AM  Auto_em1      0.15      0.02      0.04      0.00      0.00      0.00      0.06
07:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:20:01 AM        lo      0.32      0.32      0.02      0.02      0.00      0.00      0.00
07:20:01 AM  Auto_em1      0.16      0.05      0.04      0.00      0.00      0.00      0.05
07:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:30:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
07:30:01 AM  Auto_em1      0.13      0.01      0.04      0.00      0.00      0.00      0.05
07:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:40:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
07:40:01 AM  Auto_em1      0.13      0.01      0.04      0.00      0.00      0.00      0.05
07:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:01 AM        lo      0.36      0.36      0.04      0.04      0.00      0.00      0.00
07:50:01 AM  Auto_em1      0.16      0.05      0.04      0.00      0.00      0.00      0.05
07:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:00:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
08:00:01 AM  Auto_em1      0.15      0.02      0.04      0.00      0.00      0.00      0.05
08:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:10:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
08:10:01 AM  Auto_em1      0.14      0.02      0.04      0.00      0.00      0.00      0.05
08:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:20:01 AM        lo      0.32      0.32      0.02      0.02      0.00      0.00      0.00
08:20:01 AM  Auto_em1      0.23      0.05      0.05      0.00      0.00      0.00      0.05
08:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:30:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
08:30:01 AM  Auto_em1      0.28      0.01      0.05      0.00      0.00      0.00      0.05
08:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:40:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
08:40:01 AM  Auto_em1      0.28      0.01      0.05      0.00      0.00      0.00      0.05
08:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:50:01 AM        lo      0.32      0.32      0.02      0.02      0.00      0.00      0.00
08:50:01 AM  Auto_em1      0.31      0.04      0.05      0.00      0.00      0.00      0.05
08:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:00:01 AM        lo      0.68      0.68      0.15      0.15      0.00      0.00      0.00
09:00:01 AM  Auto_em1      0.42      0.15      0.08      0.04      0.00      0.00      0.05
09:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:10:01 AM        lo      1.75      1.75      0.55      0.55      0.00      0.00      0.00
09:10:01 AM  Auto_em1      1.17      0.69      0.17      0.33      0.00      0.00      0.18
09:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:20:01 AM        lo      0.35      0.35      0.03      0.03      0.00      0.00      0.00
09:20:01 AM  Auto_em1      0.74      0.43      0.09      0.25      0.00      0.00      0.06
09:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:30:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
09:30:01 AM  Auto_em1      1.08      0.85      0.12      0.50      0.00      0.00      0.08
09:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:40:01 AM        lo      1.12      1.12      0.39      0.39      0.00      0.00      0.00
09:40:01 AM  Auto_em1      0.52      0.14      0.06      0.04      0.00      0.00      0.21
09:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:50:01 AM        lo      0.35      0.35      0.03      0.03      0.00      0.00      0.00
09:50:01 AM  Auto_em1      0.50      0.23      0.05      0.03      0.00      0.00      0.06
09:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:00:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
10:00:01 AM  Auto_em1      0.53      0.31      0.08      0.10      0.00      0.00      0.07
10:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:10:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
10:10:01 AM  Auto_em1      0.51      0.16      0.06      0.06      0.00      0.00      0.16
10:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:20:01 AM        lo      9.83      9.83      2.80      2.80      0.00      0.00      0.00
10:20:01 AM  Auto_em1      1.24      1.81      0.21      1.82      0.00      0.00      0.06
10:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:30:01 AM        lo      9.80      9.80      2.46      2.46      0.00      0.00      0.00
10:30:01 AM  Auto_em1      2.32      6.21      0.33      8.37      0.00      0.00      0.10
10:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:40:01 AM        lo      0.20      0.20      0.01      0.01      0.00      0.00      0.00
10:40:01 AM  Auto_em1      0.71      0.29      0.08      0.13      0.00      0.00      0.23
10:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:50:01 AM        lo      1.24      1.24      0.34      0.34      0.00      0.00      0.00
10:50:01 AM  Auto_em1      0.62      0.42      0.08      0.23      0.00      0.00      0.06
10:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:00:01 AM        lo      0.82      0.82      0.26      0.26      0.00      0.00      0.00
11:00:01 AM  Auto_em1      0.29      0.09      0.03      0.02      0.00      0.00      0.08
11:00:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:10:01 AM        lo      0.10      0.10      0.01      0.01      0.00      0.00      0.00
11:10:01 AM  Auto_em1      0.77      0.46      0.08      0.44      0.00      0.00      0.25
11:10:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:20:01 AM        lo     21.69     21.69      6.40      6.40      0.00      0.00      0.00
11:20:01 AM  Auto_em1     15.03     19.60      7.89     14.90      0.00      0.00      0.06
11:20:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:30:01 AM        lo      0.37      0.37      0.06      0.06      0.00      0.00      0.00
11:30:01 AM  Auto_em1      2.64      3.03      0.31      3.92      0.00      0.00      0.11
11:30:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:40:01 AM        lo      0.43      0.43      0.05      0.05      0.00      0.00      0.00
11:40:01 AM  Auto_em1      0.55      0.16      0.07      0.03      0.00      0.00      0.20
11:40:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:50:01 AM        lo     12.26     12.26      3.42      3.42      0.00      0.00      0.00
11:50:01 AM  Auto_em1     18.03     23.00      2.04     24.48      0.00      0.00      0.06
11:50:01 AM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:00:01 PM        lo     13.18     13.18      3.63      3.63      0.00      0.00      0.00
12:00:01 PM  Auto_em1      5.74     10.04      0.71      6.99      0.00      0.00      0.07
12:00:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 PM        lo      0.30      0.30      0.02      0.02      0.00      0.00      0.00
12:10:01 PM  Auto_em1      0.60      0.17      0.06      0.07      0.00      0.00      0.25
12:10:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 PM        lo      0.30      0.30      0.02      0.02      0.00      0.00      0.00
12:20:01 PM  Auto_em1      0.29      0.08      0.03      0.01      0.00      0.00      0.06
12:20:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 PM        lo      0.63      0.63      0.05      0.05      0.00      0.00      0.00
12:30:01 PM  Auto_em1      0.31      0.11      0.03      0.01      0.00      0.00      0.07
12:30:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 PM        lo      6.91      6.91      2.32      2.32      0.00      0.00      0.00
12:40:01 PM  Auto_em1      0.80      0.64      0.15      0.26      0.00      0.00      0.07
12:40:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 PM        lo      0.33      0.33      0.03      0.03      0.00      0.00      0.00
12:50:01 PM  Auto_em1      1.14      0.97      0.14      1.13      0.00      0.00      0.17
12:50:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 PM        lo      1.09      1.09      0.28      0.28      0.00      0.00      0.00
01:00:01 PM  Auto_em1      2.09      1.96      0.32      2.19      0.00      0.00      0.10
01:00:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 PM        lo      4.19      4.19      1.34      1.34      0.00      0.00      0.00
01:10:01 PM  Auto_em1      2.34      4.20      0.43      5.29      0.00      0.00      0.07
01:10:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 PM        lo      1.17      1.17      0.28      0.28      0.00      0.00      0.00
01:20:01 PM  Auto_em1      1.58      1.33      0.20      1.35      0.00      0.00      0.18
01:20:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 PM        lo      0.78      0.78      0.17      0.17      0.00      0.00      0.00
01:30:01 PM  Auto_em1      0.61      0.40      0.09      0.19      0.00      0.00      0.06
01:30:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 PM        lo      0.70      0.70      0.06      0.06      0.00      0.00      0.00
01:40:01 PM  Auto_em1      0.36      0.10      0.04      0.01      0.00      0.00      0.07
01:40:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 PM        lo      4.11      4.11      0.93      0.93      0.00      0.00      0.00
01:50:01 PM  Auto_em1      3.01      3.56      0.81      3.72      0.00      0.00      0.17
01:50:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 PM        lo      1.66      1.66      0.29      0.29      0.00      0.00      0.00
02:00:01 PM  Auto_em1      1.16      0.78      0.14      0.27      0.00      0.00      0.11
02:00:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:10:01 PM        lo      1.99      1.99      0.48      0.48      0.00      0.00      0.00
02:10:01 PM  Auto_em1      0.74      0.46      0.10      0.13      0.00      0.00      0.07
02:10:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:20:01 PM        lo      5.23      5.23      1.56      1.56      0.00      0.00      0.00
02:20:01 PM  Auto_em1      2.60      2.48      0.44      2.44      0.00      0.00      0.17
02:20:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:30:01 PM        lo      1.01      1.01      0.16      0.16      0.00      0.00      0.00
02:30:01 PM  Auto_em1      1.07      0.83      0.15      0.83      0.00      0.00      0.07
02:30:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 PM        lo      1.48      1.48      0.16      0.16      0.00      0.00      0.00
02:40:01 PM  Auto_em1      2.10      2.16      0.23      2.25      0.00      0.00      0.06
02:40:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 PM        lo      6.39      6.39      1.52      1.52      0.00      0.00      0.00
02:50:01 PM  Auto_em1      1.03      0.73      0.15      0.38      0.00      0.00      0.19
02:50:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:01 PM        lo      1.91      1.91      0.34      0.34      0.00      0.00      0.00
03:00:01 PM  Auto_em1      0.96      0.62      0.13      0.14      0.00      0.00      0.08
03:00:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 PM        lo      3.19      3.19      0.87      0.87      0.00      0.00      0.00
03:10:01 PM  Auto_em1      1.27      1.15      0.19      0.52      0.00      0.00      0.08
03:10:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 PM        lo      0.63      0.63      0.06      0.06      0.00      0.00      0.00
03:20:01 PM  Auto_em1      1.16      0.65      0.12      0.11      0.00      0.00      0.17
03:20:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 PM        lo      0.50      0.50      0.07      0.07      0.00      0.00      0.00
03:30:01 PM  Auto_em1      0.64      0.33      0.07      0.08      0.00      0.00      0.07
03:30:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:01 PM        lo      0.72      0.72      0.07      0.07      0.00      0.00      0.00
03:40:01 PM  Auto_em1      7.91      7.66      0.86      2.63      0.00      0.00      0.06
03:40:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 PM        lo      0.22      0.22      0.04      0.04      0.00      0.00      0.00
03:50:01 PM  Auto_em1      0.49      0.13      0.05      0.03      0.00      0.00      0.16
03:50:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 PM        lo      1.73      1.73      0.15      0.15      0.00      0.00      0.00
04:00:01 PM  Auto_em1      0.85      0.51      0.09      0.12      0.00      0.00      0.07
04:00:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 PM        lo      2.32      2.32      0.49      0.49      0.00      0.00      0.00
04:10:01 PM  Auto_em1      2.09      3.68      0.34      4.39      0.00      0.00      0.06
04:10:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 PM        lo      0.92      0.92      0.25      0.25      0.00      0.00      0.00
04:20:01 PM  Auto_em1      0.89      0.70      0.12      0.52      0.00      0.00      0.16
04:20:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 PM        lo      0.11      0.11      0.01      0.01      0.00      0.00      0.00
04:30:01 PM  Auto_em1      0.38      0.11      0.04      0.01      0.00      0.00      0.07
04:30:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 PM        lo      0.38      0.38      0.03      0.03      0.00      0.00      0.00
04:40:01 PM  Auto_em1      0.34      0.11      0.04      0.01      0.00      0.00      0.06
04:40:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 PM        lo      1.27      1.27      0.27      0.27      0.00      0.00      0.00
04:50:01 PM  Auto_em1      0.87      0.48      0.11      0.13      0.00      0.00      0.16
04:50:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 PM        lo      0.11      0.11      0.01      0.01      0.00      0.00      0.00
05:00:01 PM  Auto_em1      0.45      0.20      0.05      0.04      0.00      0.00      0.07
05:00:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 PM        lo      0.62      0.62      0.10      0.10      0.00      0.00      0.00
05:10:01 PM  Auto_em1      0.43      0.15      0.05      0.04      0.00      0.00      0.10
05:10:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 PM        lo      1.81      1.81      0.36      0.36      0.00      0.00      0.00
05:20:01 PM  Auto_em1      0.85      0.36      0.09      0.08      0.00      0.00      0.23
05:20:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 PM        lo      2.25      2.25      0.53      0.53      0.00      0.00      0.00
05:30:01 PM  Auto_em1      0.59      0.33      0.09      0.10      0.00      0.00      0.07
05:30:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 PM        lo      1.19      1.19      0.31      0.31      0.00      0.00      0.00
05:40:01 PM  Auto_em1      0.88      0.49      0.55      0.07      0.00      0.00      0.07
05:40:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:50:01 PM        lo      0.29      0.29      0.07      0.07      0.00      0.00      0.00
05:50:01 PM  Auto_em1      0.79      0.47      0.11      0.13      0.00      0.00      0.16
05:50:01 PM  Auto_em2      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:00:01 PM        lo      5.21      5.21      1.54      1.54      0.00      0.00      0.00
06:00:01 PM  Auto_em1      1.84      1.96      0.30      2.17      0.00      0.00      0.06
